ccn,hospital,city,county,state,latitude,longitude,year,Domain_1_Score,AHRQ_PSI_90_Score,Domain_1_Start_Date,Domain_1_End_Date,Domain_2_Score,CLABSI_Score,CAUTI_Score,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score
340159,PERSON MEMORIAL HOSPITAL,ROXBORO,PERSON,NC,36.407900555000026, -78.98455666899997,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,5,0,5,01/01/2012 00:00:00,12/31/2013 00:00:00,5.7
340040,VIDANT MEDICAL CENTER,GREENVILLE,PITT,NC,35.60559744200003, -77.40330394099993,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,9,8,10,01/01/2012 00:00:00,12/31/2013 00:00:00,9.35
340123,RANDOLPH HOSPITAL,ASHEBORO,RANDOLPH,NC,35.71169271900004, -79.81484303099995,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,2.5,1,4,01/01/2012 00:00:00,12/31/2013 00:00:00,1.975
340106,SANDHILLS REGIONAL MEDICAL CENTER,HAMLET,RICHMOND,NC,34.90229211800005, -79.71130239499996,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,1,0,1,01/01/2012 00:00:00,12/31/2013 00:00:00,2.75
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,ROBESON,NC,34.636507695000034, -79.01161972099999,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,9,10,8,01/01/2012 00:00:00,12/31/2013 00:00:00,9
340060,MOREHEAD MEMORIAL HOSPITAL,EDEN,ROCKINGHAM,NC,36.493276464000076, -79.74009410799994,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,1,0,1,01/01/2012 00:00:00,12/31/2013 00:00:00,2.4
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,SALISBURY,ROWAN,NC,35.682227640000065, -80.47141674599999,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,4,7,01/01/2012 00:00:00,12/31/2013 00:00:00,4.625
340013,RUTHERFORD REGIONAL MEDICAL CENTER,RUTHERFORDTON,RUTHERFORD,NC,35.36265956300008, -81.96419207599996,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,10,0,10,01/01/2012 00:00:00,12/31/2013 00:00:00,8.6
340024,SAMPSON REGIONAL MEDICAL CENTER,CLINTON,SAMPSON,NC,35.00590850400005, -78.32296079899999,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,4,0,4,01/01/2012 00:00:00,12/31/2013 00:00:00,4.35
340008,SCOTLAND MEMORIAL HOSPITAL,LAURINBURG,SCOTLAND,NC,34.75172550600007, -79.47040763999996,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,4,1,7,01/01/2012 00:00:00,12/31/2013 00:00:00,3.3
340119,STANLY REGIONAL MEDICAL CENTER,ALBEMARLE,STANLY,NC,35.362616822000064, -80.19421750199996,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,3.5,6,1,01/01/2012 00:00:00,12/31/2013 00:00:00,3.325
340097,HUGH CHATHAM MEMORIAL HOSPITAL,ELKIN,SURRY,NC,36.26252482800004, -80.83818459099996,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,3
340003,NORTHERN HOSPITAL OF SURRY COUNTY,MOUNT AIRY,SURRY,NC,36.48845618000007, -80.61119429099995,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,3,0,3,01/01/2012 00:00:00,12/31/2013 00:00:00,2.3
340156,CHEROKEE INDIAN HOSPITAL AUTHORITY,CHEROKEE,SWAIN,NC,35.19723483300004, -83.84805221699997,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,7
340130,CAROLINAS MEDICAL CENTER-UNION,MONROE,UNION,NC,34.973884558000066, -80.52241721799999,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,7,6,8,01/01/2012 00:00:00,12/31/2013 00:00:00,4.9
340132,MARIA PARHAM MEDICAL CENTER,HENDERSON,VANCE,NC,36.329930509000064, -78.39867644999998,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,1.5,1,2,01/01/2012 00:00:00,12/31/2013 00:00:00,4.125
340173,WAKEMED, CARY HOSPITAL,CARY,WAKE,NC,35.74033605900007, -78.77996383299995,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,9,9,9,01/01/2012 00:00:00,12/31/2013 00:00:00,7.25
340073,DUKE HEALTH RALEIGH HOSPITAL,RALEIGH,WAKE,NC,35.82931641300007, -78.61933113899994,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,5,3,7,01/01/2012 00:00:00,12/31/2013 00:00:00,3.6
340114,REX HOSPITAL,RALEIGH,WAKE,NC,35.81552390300004, -78.70397796599997,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,4.5,4,5,01/01/2012 00:00:00,12/31/2013 00:00:00,3.625
340069,WAKEMED, RALEIGH CAMPUS,RALEIGH,WAKE,NC,35.78484870600005, -78.59042038799998,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,8,8,8,01/01/2012 00:00:00,12/31/2013 00:00:00,8.35
340051,WATAUGA MEDICAL CENTER,BOONE,WATAUGA,NC,36.198667674000035, -81.65236617999994,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,4,5,3,01/01/2012 00:00:00,12/31/2013 00:00:00,4.35
340010,WAYNE MEMORIAL HOSPITAL,GOLDSBORO,WAYNE,NC,35.40080717700005, -77.95319501299997,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,8,8,8,01/01/2012 00:00:00,12/31/2013 00:00:00,5.55
340064,WILKES REGIONAL MEDICAL CENTER,NORTH WILKESBORO,WILKES,NC,36.15854752600006, -81.15688960899996,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,2,1,3,01/01/2012 00:00:00,12/31/2013 00:00:00,3.4
340126,WILSON MEDICAL CENTER,WILSON,WILSON,NC,35.72060496000006, -77.94367024999997,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,7,9,5,01/01/2012 00:00:00,12/31/2013 00:00:00,4.9
350015,SANFORD MEDICAL CENTER BISMARCK,BISMARCK,BURLEIGH,ND,46.80749012700005, -100.78161091499999,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,5,6,4,01/01/2012 00:00:00,12/31/2013 00:00:00,3.95
350002,ST ALEXIUS MEDICAL CENTER,BISMARCK,BURLEIGH,ND,46.80642259600006, -100.77841564099998,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,5,4,6,01/01/2012 00:00:00,12/31/2013 00:00:00,6.05
350070,ESSENTIA HEALTH-FARGO,FARGO,CASS,ND,46.832492338000066, -96.82809052599998,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,9,8,10,01/01/2012 00:00:00,12/31/2013 00:00:00,9
350011,SANFORD MEDICAL CENTER FARGO,FARGO,CASS,ND,46.884758635000026, -96.78768811299994,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,4,7,01/01/2012 00:00:00,12/31/2013 00:00:00,4.625
350019,ALTRU HOSPITAL,GRAND FORKS,GRAND FORKS,ND,47.90915911600007, -97.06649187199997,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,2,2,2,01/01/2012 00:00:00,12/31/2013 00:00:00,4.8
350063,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,BELCOURT,ROLETTE,ND,48.84774661100005, -99.72497950299999,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,7
350064,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,FORT YATES,SIOUX,ND,46.08694779000007, -100.62786527899999,2015,0,,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,0
350006,TRINITY HOSPITALS,MINOT,WARD,ND,48.23238914500007, -101.28843976699994,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,7,4,01/01/2012 00:00:00,12/31/2013 00:00:00,6.725
280032,MARY LANNING HEALTHCARE,HASTINGS,ADAMS,NE,40.57634991300006, -98.38756453599996,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,1,1,1,01/01/2012 00:00:00,12/31/2013 00:00:00,3.45
280009,CHI HEALTH GOOD SAMARITAN,KEARNEY,BUFFALO,NE,40.70047079500006, -99.08346746299998,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,4.5,1,8,01/01/2012 00:00:00,12/31/2013 00:00:00,4.325
280077,FREMONT HEALTH MEDICAL CENTER,FREMONT,DODGE,NE,41.45149866200006, -96.49186844299999,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,10,1,01/01/2012 00:00:00,12/31/2013 00:00:00,6.025
280060,CHI HEALTH BERGAN MERCY,OMAHA,DOUGLAS,NE,41.237878360000025, -96.03204009099994,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,8,7,9,01/01/2012 00:00:00,12/31/2013 00:00:00,5.55
280030,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER,OMAHA,DOUGLAS,NE,41.26578086400008, -95.95649419099999,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,6.5,4,9,01/01/2012 00:00:00,12/31/2013 00:00:00,7.025
280081,CHI HEALTH IMMANUEL,OMAHA,DOUGLAS,NE,41.32149231100004, -96.02375726199995,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,9.5,9,10,01/01/2012 00:00:00,12/31/2013 00:00:00,6.525
280130,CHI HEALTH LAKESIDE,OMAHA,DOUGLAS,NE,41.238929265000024, -96.17973405899994,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,8,8,8,01/01/2012 00:00:00,12/31/2013 00:00:00,6.25
280131,MIDWEST SURGICAL HOSPITAL LLC,OMAHA,DOUGLAS,NE,41.257973003000075, -96.03650633499996,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,5
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,OMAHA,DOUGLAS,NE,41.23206740300003, -96.13538594199997,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,4
280133,NEBRASKA SPINE HOSPITAL, LLC,OMAHA,DOUGLAS,NE,41.32149231100004, -96.02375726199995,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,7
280013,THE NEBRASKA MEDICAL CENTER,OMAHA,DOUGLAS,NE,41.260692396000024, -95.94058840099996,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,8,8,8,01/01/2012 00:00:00,12/31/2013 00:00:00,8
280040,THE NEBRASKA METHODIST HOSPITAL,OMAHA,DOUGLAS,NE,41.259642659000065, -96.04160057299998,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,6,6,6,01/01/2012 00:00:00,12/31/2013 00:00:00,7.4
280023,CHI HEALTH ST FRANCIS,GRAND ISLAND,HALL,NE,40.924279256000034, -98.37053020999997,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,5,6,01/01/2012 00:00:00,12/31/2013 00:00:00,7.075
280003,BRYAN MEDICAL CENTER,LINCOLN,LANCASTER,NE,40.79619952200005, -96.65363390699997,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,6.5,4,9,01/01/2012 00:00:00,12/31/2013 00:00:00,6.325
280128,CHI HEALTH NEBRASKA HEART,LINCOLN,LANCASTER,NE,40.73574851400008, -96.59476267699995,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,1
280020,CHI HEALTH ST ELIZABETH,LINCOLN,LANCASTER,NE,40.80877091700006, -96.62517715499996,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,6,8,4,01/01/2012 00:00:00,12/31/2013 00:00:00,6.7
280127,LINCOLN SURGICAL HOSPITAL,LINCOLN,LANCASTER,NE,40.795070286000055, -96.62501468299996,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,3
280065,GREAT PLAINS HEALTH,NORTH PLATTE,LINCOLN,NE,41.120794782000075, -100.77149371299998,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,9.5,9,10,01/01/2012 00:00:00,12/31/2013 00:00:00,8.625
280125,FAITH REGIONAL HEALTH SERVICES,NORFOLK,MADISON,NE,42.032578321000074, -97.45260076699998,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,9,10,8,01/01/2012 00:00:00,12/31/2013 00:00:00,9
280111,COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,PLATTE,NE,41.453314600000056, -97.38394047299994,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,3
280132,BELLEVUE MEDICAL CENTER,BELLEVUE,SARPY,NE,41.136412482000026, -95.94598011499994,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,1,1,1,01/01/2012 00:00:00,12/31/2013 00:00:00,2.05
280105,CHI HEALTH MIDLANDS,PAPILLION,SARPY,NE,41.132548247000045, -96.04286033899996,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,4,7,1,01/01/2012 00:00:00,12/31/2013 00:00:00,4.35
280061,REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,SCOTTS BLUFF,NE,41.88671002700005, -103.66578577699994,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,5,8,2,01/01/2012 00:00:00,12/31/2013 00:00:00,5.7
280119,WINNEBAGO IHS HOSPITAL,WINNEBAGO,THURSTON,NE,42.227514316000054, -96.45858583399996,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,10,10,10,01/01/2012 00:00:00,12/31/2013 00:00:00,8.95
300005,LAKES REGION GENERAL HOSPITAL,LACONIA,BELKNAP,NH,43.527812674000074, -71.46088802699995,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,1,0,1,01/01/2012 00:00:00,12/31/2013 00:00:00,1.7
300019,CHESHIRE MEDICAL CENTER,KEENE,CHESHIRE,NH,42.94920147700003, -72.28984628299997,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,4,0,4,01/01/2012 00:00:00,12/31/2013 00:00:00,5.4
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,GRAFTON,NH,43.68386003400008, -72.27225972799994,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,6,6,6,01/01/2012 00:00:00,12/31/2013 00:00:00,7.4
300034,CATHOLIC MEDICAL CENTER,MANCHESTER,HILLSBOROUGH,NH,42.99159726000005, -71.47356883099997,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,8.5,7,10,01/01/2012 00:00:00,12/31/2013 00:00:00,8.325
300012,ELLIOT HOSPITAL,MANCHESTER,HILLSBOROUGH,NH,42.982755833000056, -71.43477375499998,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,6.5,3,10,01/01/2012 00:00:00,12/31/2013 00:00:00,7.025
300020,SOUTHERN NH MEDICAL CENTER,NASHUA,HILLSBOROUGH,NH,42.75608461500008, -71.46127868299999,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,4,1,7,01/01/2012 00:00:00,12/31/2013 00:00:00,4.7
300011,ST JOSEPH HOSPITAL,NASHUA,HILLSBOROUGH,NH,42.74987807200006, -71.48138236699998,2015,0,,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,0
300001,CONCORD HOSPITAL,CONCORD,MERRIMACK,NH,43.19636682200007, -71.56237359399995,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,7,4,10,01/01/2012 00:00:00,12/31/2013 00:00:00,5.25
300017,PARKLAND MEDICAL CENTER,DERRY,ROCKINGHAM,NH,42.87572298200007, -71.31764464999998,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,3.5,1,6,01/01/2012 00:00:00,12/31/2013 00:00:00,4.025
300023,EXETER HOSPITAL INC,EXETER,ROCKINGHAM,NH,42.98183971000003, -70.93615039799994,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,4,1,7,01/01/2012 00:00:00,12/31/2013 00:00:00,2.95
300029,PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,ROCKINGHAM,NH,43.06439368100007, -70.78732925599996,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,6,7,5,01/01/2012 00:00:00,12/31/2013 00:00:00,4.6
300018,WENTWORTH-DOUGLASS HOSPITAL,DOVER,STRAFFORD,NH,43.21223662800003, -70.87485304999996,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,2,1,3,01/01/2012 00:00:00,12/31/2013 00:00:00,3.05
300014,FRISBIE MEMORIAL HOSPITAL,ROCHESTER,STRAFFORD,NH,43.29814862400008, -70.96113323699996,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,7
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,ATLANTIC CITY,ATLANTIC,NJ,39.357907511000064, -74.43368505899997,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,8,8,8,01/01/2012 00:00:00,12/31/2013 00:00:00,5.9
310047,SHORE MEDICAL CENTER,SOMERS POINT,ATLANTIC,NJ,39.31287391300003, -74.59659573099998,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,10,10,10,01/01/2012 00:00:00,12/31/2013 00:00:00,7.55
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,ENGLEWOOD,BERGEN,NJ,40.904826710000066, -73.96704481599994,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,4.5,3,6,01/01/2012 00:00:00,12/31/2013 00:00:00,3.275
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,BERGEN,NJ,40.88432937300007, -74.05778420499996,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,6,8,4,01/01/2012 00:00:00,12/31/2013 00:00:00,7.05
310058,BERGEN REGIONAL MEDICAL CENTER,PARAMUS,BERGEN,NJ,40.95846946200004, -74.06177799499994,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,8.5,10,7,01/01/2012 00:00:00,12/31/2013 00:00:00,7.275
310012,VALLEY HOSPITAL,RIDGEWOOD,BERGEN,NJ,40.98300975500007, -74.10174690799994,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,9,9,9,01/01/2012 00:00:00,12/31/2013 00:00:00,6.55
310008,HOLY NAME MEDICAL CENTER,TEANECK,BERGEN,NJ,40.882178182000075, -74.00876928799994,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,6,9,3,01/01/2012 00:00:00,12/31/2013 00:00:00,6.7
310031,DEBORAH HEART AND LUNG CENTER,BROWNS MILLS,BURLINGTON,NJ,39.97642479600006, -74.58564121499995,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,4,4,4,01/01/2012 00:00:00,12/31/2013 00:00:00,2.95
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,MOUNT HOLLY,BURLINGTON,NJ,39.98627676700005, -74.79550006799997,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,2,1,3,01/01/2012 00:00:00,12/31/2013 00:00:00,2
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,WILLINGBORO,BURLINGTON,NJ,40.048536771000045, -74.88292370599999,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,5,6,01/01/2012 00:00:00,12/31/2013 00:00:00,5.675
310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,BERLIN,CAMDEN,NJ,39.783770694000054, -74.91831557399996,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,5,4,6,01/01/2012 00:00:00,12/31/2013 00:00:00,3.6
310014,COOPER UNIVERSITY HOSPITAL,CAMDEN,CAMDEN,NJ,39.94084938900005, -75.11566790299997,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,5,4,6,01/01/2012 00:00:00,12/31/2013 00:00:00,6.4
310029,OUR LADY OF LOURDES MEDICAL CENTER,CAMDEN,CAMDEN,NJ,39.92672441900004, -75.09523519999993,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,6,4,8,01/01/2012 00:00:00,12/31/2013 00:00:00,4.6
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,STRATFORD,CAMDEN,NJ,39.82856165000004, -75.00900521299997,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,4.5,5,4,01/01/2012 00:00:00,12/31/2013 00:00:00,4.675
310011,CAPE REGIONAL MEDICAL CENTER INC,CAPE MAY COURT HOUSE,CAPE MAY,NJ,39.08738613700007, -74.81855355399995,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,2.5,4,1,01/01/2012 00:00:00,12/31/2013 00:00:00,3.725
310032,INSPIRA MEDICAL CENTER VINELAND,VINELAND,CUMBERLAND,NJ,39.44750320600008, -75.05916173599996,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,8,9,7,01/01/2012 00:00:00,12/31/2013 00:00:00,8.7
310009,CLARA MAASS MEDICAL CENTER,BELLEVILLE,ESSEX,NJ,40.784229604000075, -74.17616127499997,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,7,10,4,01/01/2012 00:00:00,12/31/2013 00:00:00,5.25
310083,EAST ORANGE GENERAL HOSPITAL,EAST ORANGE,ESSEX,NJ,40.754095145000065, -74.21378326799999,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,2.5,2,3,01/01/2012 00:00:00,12/31/2013 00:00:00,1.975
310076,SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,ESSEX,NJ,40.76345355500007, -74.30260595599998,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,2.5,3,2,01/01/2012 00:00:00,12/31/2013 00:00:00,5.125
310054,HACKENSACK-UMC MOUNTAINSIDE,MONTCLAIR,ESSEX,NJ,40.81208121000003, -74.21227890099993,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,9,10,8,01/01/2012 00:00:00,12/31/2013 00:00:00,6.55
310002,NEWARK BETH ISRAEL MEDICAL CENTER,NEWARK,ESSEX,NJ,40.70992869200006, -74.21350068399994,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,6.5,7,6,01/01/2012 00:00:00,12/31/2013 00:00:00,7.725
310096,SAINT MICHAEL'S MEDICAL CENTER, INC,NEWARK,ESSEX,NJ,40.74300673700003, -74.17434181399994,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,8,9,7,01/01/2012 00:00:00,12/31/2013 00:00:00,6.25
310119,UNIVERSITY HOSPITAL,NEWARK,ESSEX,NJ,40.74022252300006, -74.19246416699997,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,9.5,10,9,01/01/2012 00:00:00,12/31/2013 00:00:00,9.675
310081,INSPIRA MEDICAL CENTER WOODBURY,WOODBURY,GLOUCESTER,NJ,39.84383168900007, -75.14886341799996,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,5,5,5,01/01/2012 00:00:00,12/31/2013 00:00:00,3.6
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,BAYONNE,HUDSON,NJ,40.66917658400007, -74.11554778699997,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,8,9,7,01/01/2012 00:00:00,12/31/2013 00:00:00,5.55
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,HOBOKEN,HUDSON,NJ,40.74084817000005, -74.03368748099996,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,7.5,6,9,01/01/2012 00:00:00,12/31/2013 00:00:00,6.975
310016,CAREPOINT HEALTH-CHRIST HOSPITAL,JERSEY CITY,HUDSON,NJ,40.73449252700004, -74.05035283399997,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,5,9,1,01/01/2012 00:00:00,12/31/2013 00:00:00,6.05
310074,JERSEY CITY MEDICAL CENTER,JERSEY CITY,HUDSON,NJ,40.71673355900003, -74.05067432099997,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,4.5,7,2,01/01/2012 00:00:00,12/31/2013 00:00:00,3.625
310003,PALISADES MEDICAL CENTER,NORTH BERGEN,HUDSON,NJ,40.79342482800007, -73.99749190599994,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,8.5,9,8,01/01/2012 00:00:00,12/31/2013 00:00:00,8.325
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,SECAUCUS,HUDSON,NJ,40.791971800000056, -74.07184404199995,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,7,10,4,01/01/2012 00:00:00,12/31/2013 00:00:00,7.35
310005,HUNTERDON MEDICAL CENTER,FLEMINGTON,HUNTERDON,NJ,40.53261207500003, -74.86045215699994,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,4,1,7,01/01/2012 00:00:00,12/31/2013 00:00:00,4
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,HAMILTON,MERCER,NJ,40.21703824200006, -74.67474615399993,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,7.5,9,6,01/01/2012 00:00:00,12/31/2013 00:00:00,8.375
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,MERCER,NJ,40.29351946200006, -74.80672615799995,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,10,10,10,01/01/2012 00:00:00,12/31/2013 00:00:00,10
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,TRENTON,MERCER,NJ,40.236124880000034, -74.75269049399998,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,7,7,7,01/01/2012 00:00:00,12/31/2013 00:00:00,7
310021,ST FRANCIS MEDICAL CENTER,TRENTON,MERCER,NJ,40.21726317900004, -74.74197427299998,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,5,4,6,01/01/2012 00:00:00,12/31/2013 00:00:00,6.75
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,EDISON,MIDDLESEX,NJ,40.55782386000004, -74.34988725799997,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,7,8,6,01/01/2012 00:00:00,12/31/2013 00:00:00,8.05
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NEW BRUNSWICK,MIDDLESEX,NJ,40.49573818600004, -74.45062853199994,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,8.5,8,9,01/01/2012 00:00:00,12/31/2013 00:00:00,9.025
310070,SAINT PETER'S UNIVERSITY HOSPITAL,NEW BRUNSWICK,MIDDLESEX,NJ,40.50181456400003, -74.45909023899998,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,8.5,8,9,01/01/2012 00:00:00,12/31/2013 00:00:00,8.675
